feature,gbc,rf,xgb,mean
48,0.0,0.02083408662012446,0.0,0.006944695540041487
49,0.0,0.02083408662012446,0.0,0.006944695540041487
50,0.0,0.02083408662012446,0.0,0.006944695540041487
51,0.0,0.02083408662012446,0.0,0.006944695540041487
52,0.0,0.0,0.0,0.0
53,0.0,0.02083408662012446,0.0,0.006944695540041487
54,0.0,0.02083408662012446,0.0,0.006944695540041487
55,0.0,0.02083408662012446,0.0,0.006944695540041487
56,0.0,0.02083408662012446,0.0,0.006944695540041487
57,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0
59,0.0,0.02083408662012446,0.0,0.006944695540041487
60,0.0,0.02083408662012446,0.0,0.006944695540041487
61,0.0,0.02083408662012446,0.0,0.006944695540041487
62,0.0,0.02083408662012446,0.0,0.006944695540041487
63,0.0,0.02083408662012446,0.0,0.006944695540041487
64,0.0,0.02083408662012446,0.0,0.006944695540041487
65,0.0,0.02083408662012446,0.0,0.006944695540041487
66,0.0,0.0,0.0,0.0
67,0.0,0.02083408662012446,0.0,0.006944695540041487
68,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0
70,0.0,0.02083408662012446,0.0,0.006944695540041487
71,0.0,0.02083408662012446,0.0,0.006944695540041487
72,0.0,0.02083408662012446,0.0,0.006944695540041487
73,0.0,0.0,0.0,0.0
74,0.0,0.02083408662012446,0.0,0.006944695540041487
75,0.0,0.02083408662012446,0.0,0.006944695540041487
76,0.0,0.02534376426566799,0.006539657711982727,0.010627807325883573
77,0.0,0.02083408662012446,0.0,0.006944695540041487
78,0.0,0.02083408662012446,0.0,0.006944695540041487
79,0.0,0.0,0.0,0.0
80,0.0,0.02083408662012446,0.0,0.006944695540041487
81,0.0,0.02083408662012446,0.0,0.006944695540041487
82,0.0,0.02083408662012446,0.003638898255303502,0.008157661625142655
83,0.0,0.02083408662012446,0.0,0.006944695540041487
84,0.0,0.02083408662012446,0.0,0.006944695540041487
85,0.0,0.02083408662012446,0.0,0.006944695540041487
86,0.0,0.02083408662012446,0.0,0.006944695540041487
87,0.0,0.02083408662012446,0.0,0.006944695540041487
88,0.0,0.0,0.0,0.0
89,0.0,0.02083408662012446,0.0,0.006944695540041487
90,0.0,0.02083408662012446,0.0,0.006944695540041487
91,0.0,0.0,0.0,0.0
92,0.0,0.02083408662012446,0.0,0.006944695540041487
93,0.0,0.0,0.0,0.0
94,0.0,0.02083408662012446,0.003190540010109544,0.008008208876744667
95,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0
97,0.0,0.02083408662012446,0.0,0.006944695540041487
98,3.327775358473388e-05,0.02083408662012446,0.0,0.006955788124569731
99,0.0,0.0,0.0,0.0
100,3.327775358473388e-05,0.02083408662012446,0.0,0.006955788124569731
101,0.0,0.02083408662012446,0.0,0.006944695540041487
102,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0
105,0.0,0.02083408662012446,0.0,0.006944695540041487
106,0.0,0.02083408662012446,0.0,0.006944695540041487
107,0.0,0.02083408662012446,0.0,0.006944695540041487
108,0.0,0.02083408662012446,0.0,0.006944695540041487
109,0.0,0.02083408662012446,0.0,0.006944695540041487
110,0.0,0.02083408662012446,0.0,0.006944695540041487
111,0.0,0.02083408662012446,0.0,0.006944695540041487
112,0.0,0.02083408662012446,0.0,0.006944695540041487
113,0.0,0.02083408662012446,0.0,0.006944695540041487
114,0.0,0.02083408662012446,0.0,0.006944695540041487
115,3.327775358473388e-05,0.02083408662012446,0.0,0.006955788124569731
116,0.0,0.02083408662012446,0.0,0.006944695540041487
117,0.0,0.02083408662012446,0.0,0.006944695540041487
118,0.0,0.0,0.0,0.0
119,0.0,0.02083408662012446,0.0,0.006944695540041487
120,0.0,0.02083408662012446,0.0,0.006944695540041487
121,0.0,0.02083408662012446,0.050204839557409286,0.023679642059177913
122,0.0,0.0,0.0,0.0
123,0.0,0.0,0.0,0.0
124,0.0,0.02083408662012446,0.0,0.006944695540041487
125,0.0,0.02083408662012446,0.0,0.006944695540041487
126,0.0,0.02083408662012446,0.0,0.006944695540041487
127,0.0,0.02083408662012446,0.050204839557409286,0.023679642059177913
128,0.0,0.02083408662012446,0.0,0.006944695540041487
129,0.0,0.02083408662012446,0.0,0.006944695540041487
130,0.0,0.02083408662012446,0.0,0.006944695540041487
131,0.0,0.0,0.0,0.0
132,0.0,0.0,0.0,0.0
133,0.0,0.02083408662012446,0.0,0.006944695540041487
134,0.0,0.02083408662012446,0.0,0.006944695540041487
135,0.0,0.02083408662012446,0.0,0.006944695540041487
136,0.0,0.02083408662012446,0.0,0.006944695540041487
137,0.0,0.02083408662012446,0.0,0.006944695540041487
138,0.0,0.02083408662012446,0.0,0.006944695540041487
139,0.0,0.02083408662012446,0.0,0.006944695540041487
140,0.0,0.02083408662012446,0.0,0.006944695540041487
141,0.0,0.0,0.0,0.0
142,0.0,0.0,0.0,0.0
143,0.0,0.02083408662012446,0.0,0.006944695540041487
144,0.0,0.02083408662012446,0.0,0.006944695540041487
145,0.0,0.0,0.0,0.0
146,0.0,0.02083408662012446,0.0,0.006944695540041487
147,0.0,0.0,0.0,0.0
148,0.0,0.02083408662012446,0.0,0.006944695540041487
149,0.0,0.02083408662012446,0.0,0.006944695540041487
150,0.0,0.02083408662012446,0.0,0.006944695540041487
151,0.0,0.02083408662012446,0.0,0.006944695540041487
152,0.0,0.02083408662012446,0.0,0.006944695540041487
153,0.0,0.02083408662012446,0.0,0.006944695540041487
154,0.0,0.02083408662012446,0.0,0.006944695540041487
155,0.0,0.02083408662012446,0.0,0.006944695540041487
156,0.0,0.02083408662012446,0.0,0.006944695540041487
157,0.0,0.02083408662012446,0.0,0.006944695540041487
158,0.0,0.02083408662012446,0.0,0.006944695540041487
159,0.0,0.02083408662012446,0.0,0.006944695540041487
160,0.0,0.02083408662012446,0.0,0.006944695540041487
161,0.0,0.02083408662012446,0.0,0.006944695540041487
162,0.0,0.02083408662012446,0.0,0.006944695540041487
163,0.0,0.02083408662012446,0.0,0.006944695540041487
164,0.0,0.02083408662012446,0.0,0.006944695540041487
165,0.0,0.0,0.0,0.0
166,0.0,0.02083408662012446,0.0,0.006944695540041487
167,0.0,0.0,0.0,0.0
168,0.0,0.0,0.0,0.0
169,0.0,0.0,0.0,0.0
170,0.0,0.02083408662012446,0.0,0.006944695540041487
171,0.0,0.02083408662012446,0.0,0.006944695540041487
172,0.0,0.0,0.0,0.0
173,0.0,0.02083408662012446,0.0,0.006944695540041487
174,0.00012177373777447026,0.02083408662012446,0.005693197716027498,0.008883019357975476
175,0.0,0.02083408662012446,0.0,0.006944695540041487
176,0.0,0.02083408662012446,0.0,0.006944695540041487
177,0.0,0.02083408662012446,0.0,0.006944695540041487
178,0.0,0.02083408662012446,0.0,0.006944695540041487
179,0.0,0.02083408662012446,0.0,0.006944695540041487
180,0.0,0.02083408662012446,0.0,0.006944695540041487
181,0.0,0.02083408662012446,0.0,0.006944695540041487
182,0.0,0.02083408662012446,0.0,0.006944695540041487
183,0.0,0.02083408662012446,0.0,0.006944695540041487
184,0.0,0.02083408662012446,0.0,0.006944695540041487
185,0.0,0.0,0.0,0.0
186,0.0,0.02083408662012446,0.0,0.006944695540041487
187,0.0,0.0,0.0,0.0
188,0.0,0.02083408662012446,0.0065630897879600525,0.009132392136028171
189,0.0,0.0,0.0,0.0
190,0.0,0.02083408662012446,0.0,0.006944695540041487
191,0.0,0.02083408662012446,0.0,0.006944695540041487
192,0.0,0.02083408662012446,0.0,0.006944695540041487
193,0.0,0.02083408662012446,0.0,0.006944695540041487
194,0.0,0.02083408662012446,0.0,0.006944695540041487
195,0.0,0.02083408662012446,0.008194880560040474,0.00967632239338831
196,0.0,0.02083408662012446,0.0,0.006944695540041487
197,0.0,0.0,0.0,0.0
198,0.0,0.0,0.0,0.0
199,0.0,0.02083408662012446,0.0,0.006944695540041487
200,0.0,0.02083408662012446,0.0,0.006944695540041487
201,0.0,0.02083408662012446,0.0,0.006944695540041487
202,0.0,0.02083408662012446,0.0,0.006944695540041487
203,0.0,0.02083408662012446,0.0,0.006944695540041487
204,0.0,0.02083408662012446,0.0,0.006944695540041487
205,0.0,0.02083408662012446,0.0,0.006944695540041487
206,0.0,0.02083408662012446,0.0,0.006944695540041487
207,0.0,0.0,0.0,0.0
208,0.0,0.02083408662012446,0.0,0.006944695540041487
209,0.0,0.02083408662012446,0.0,0.006944695540041487
210,0.0,0.02083408662012446,0.0,0.006944695540041487
211,0.0,0.02083408662012446,0.0,0.006944695540041487
212,0.0,0.02083408662012446,0.0,0.006944695540041487
213,0.0,0.02083408662012446,0.0,0.006944695540041487
214,0.0,0.02083408662012446,0.0,0.006944695540041487
215,0.0,0.02083408662012446,0.0,0.006944695540041487
216,0.0,0.02083408662012446,0.0,0.006944695540041487
217,0.0,0.02083408662012446,0.0,0.006944695540041487
218,0.0,0.02083408662012446,0.0,0.006944695540041487
219,0.0,0.02083408662012446,0.0,0.006944695540041487
220,0.0,0.02083408662012446,0.0,0.006944695540041487
221,0.0,0.02083408662012446,0.0,0.006944695540041487
222,0.0,0.02083408662012446,0.0,0.006944695540041487
223,0.0,0.02083408662012446,0.0,0.006944695540041487
224,0.0,0.02083408662012446,0.0,0.006944695540041487
225,0.0,0.02083408662012446,0.0,0.006944695540041487
226,0.0,0.02083408662012446,0.0,0.006944695540041487
227,0.0,0.02083408662012446,0.0,0.006944695540041487
228,0.0,0.0,0.0,0.0
229,0.0,0.02083408662012446,0.0,0.006944695540041487
230,0.0,0.0,0.0,0.0
231,0.0,0.02083408662012446,0.0,0.006944695540041487
232,0.0,0.02083408662012446,0.0,0.006944695540041487
233,0.0,0.02083408662012446,0.0,0.006944695540041487
234,0.0,0.02083408662012446,0.0,0.006944695540041487
235,0.0,0.02083408662012446,0.0,0.006944695540041487
236,0.0,0.02083408662012446,0.0,0.006944695540041487
237,0.0,0.02083408662012446,0.0,0.006944695540041487
238,0.0,0.02083408662012446,0.0,0.006944695540041487
239,0.0,0.02083408662012446,0.0,0.006944695540041487
240,0.0,0.02083408662012446,0.0,0.006944695540041487
241,0.0,0.02083408662012446,0.0,0.006944695540041487
242,0.0,0.02083408662012446,0.0,0.006944695540041487
243,0.0,0.0,0.0,0.0
244,0.0,0.0,0.0,0.0
245,0.0,0.02083408662012446,0.0,0.006944695540041487
246,0.0,0.0,0.0,0.0
247,0.0,0.02083408662012446,0.0,0.006944695540041487
248,0.0,0.02083408662012446,0.0,0.006944695540041487
249,0.0,0.02083408662012446,0.0,0.006944695540041487
250,0.0,0.02083408662012446,0.0,0.006944695540041487
251,0.0,0.0,0.0,0.0
252,0.0,0.0,0.0,0.0
253,0.0,0.02083408662012446,0.0,0.006944695540041487
254,0.0,0.02083408662012446,0.0,0.006944695540041487
255,0.0,0.02083408662012446,0.0,0.006944695540041487
256,0.0,0.02083408662012446,0.0,0.006944695540041487
257,0.0,0.02083408662012446,0.0,0.006944695540041487
258,0.0,0.02083408662012446,0.0,0.006944695540041487
259,0.0,0.02083408662012446,0.0,0.006944695540041487
260,0.0,0.02083408662012446,0.0,0.006944695540041487
261,0.0,0.02083408662012446,0.0,0.006944695540041487
262,0.0,0.0,0.0,0.0
263,0.0,0.0,0.0,0.0
264,0.0,0.0,0.0,0.0
265,0.0,0.02083408662012446,0.0,0.006944695540041487
266,0.0,0.02083408662012446,0.0,0.006944695540041487
267,0.0,0.0,0.0,0.0
268,0.0,0.0,0.0,0.0
269,0.0,0.02083408662012446,0.0,0.006944695540041487
270,0.0,0.0,0.0,0.0
271,0.0,0.0,0.0,0.0
272,0.0,0.02083408662012446,0.0,0.006944695540041487
273,0.0,0.02083408662012446,0.0,0.006944695540041487
274,0.0,0.0,0.0,0.0
275,0.0,0.02083408662012446,0.0,0.006944695540041487
276,0.0,0.0,0.0,0.0
277,0.0,0.02083408662012446,0.0,0.006944695540041487
278,0.0,0.02083408662012446,0.0,0.006944695540041487
279,0.0,0.02083408662012446,0.0,0.006944695540041487
280,0.0,0.02083408662012446,0.0,0.006944695540041487
281,0.0,0.02083408662012446,0.0,0.006944695540041487
282,0.0,0.02083408662012446,0.0,0.006944695540041487
283,0.0,0.0,0.0,0.0
284,0.0,0.02083408662012446,0.0,0.006944695540041487
285,0.0,0.0,0.0,0.0
286,0.0,0.02083408662012446,0.0,0.006944695540041487
287,0.0,0.02083408662012446,0.0,0.006944695540041487
288,0.0,0.02083408662012446,0.0,0.006944695540041487
289,0.0,0.02083408662012446,0.0,0.006944695540041487
290,0.0,0.02083408662012446,0.0,0.006944695540041487
291,0.0,0.02083408662012446,0.0,0.006944695540041487
292,0.0,0.02083408662012446,0.0,0.006944695540041487
293,0.0,0.02083408662012446,0.0,0.006944695540041487
294,0.0,0.02083408662012446,0.0,0.006944695540041487
295,0.0,0.02083408662012446,0.0,0.006944695540041487
296,0.0,0.0,0.0,0.0
297,0.0,0.02083408662012446,0.0,0.006944695540041487
298,0.0,0.0,0.0,0.0
299,0.0,0.02083408662012446,0.0,0.006944695540041487
300,0.0,0.0,0.0,0.0
301,0.0,0.02083408662012446,0.0,0.006944695540041487
302,0.0,0.02083408662012446,0.0,0.006944695540041487
303,0.0,0.02083408662012446,0.0,0.006944695540041487
304,0.0,0.02083408662012446,0.0,0.006944695540041487
305,0.0,0.02083408662012446,0.0,0.006944695540041487
306,0.0,0.02083408662012446,0.0,0.006944695540041487
307,0.0,0.02083408662012446,0.0,0.006944695540041487
308,0.0,0.02083408662012446,0.0,0.006944695540041487
309,0.0,0.02083408662012446,0.0,0.006944695540041487
310,0.0,0.02083408662012446,0.0,0.006944695540041487
311,0.0,0.02083408662012446,0.0,0.006944695540041487
312,0.0,0.02083408662012446,0.0,0.006944695540041487
313,0.0,0.02083408662012446,0.0,0.006944695540041487
314,0.0,0.02083408662012446,0.0,0.006944695540041487
315,0.0,0.02083408662012446,0.0,0.006944695540041487
316,0.0,0.02083408662012446,0.003010134445503354,0.007948073688542605
317,0.0,0.02083408662012446,0.0,0.006944695540041487
318,0.0,0.02083408662012446,0.0,0.006944695540041487
319,0.0,0.02083408662012446,0.0,0.006944695540041487
320,0.0,0.0,0.0,0.0
321,0.0,0.0,0.0,0.0
322,0.0,0.0,0.0,0.0
323,0.0,0.02083408662012446,0.0,0.006944695540041487
324,0.0,0.02083408662012446,0.0,0.006944695540041487
325,0.0,0.029731277881633957,0.0,0.009910425960544653
326,0.0,0.02083408662012446,0.0,0.006944695540041487
327,0.0,0.02083408662012446,0.0,0.006944695540041487
328,0.0,0.02083408662012446,0.0,0.006944695540041487
329,0.0,0.02083408662012446,0.0,0.006944695540041487
330,0.0,0.02083408662012446,0.0,0.006944695540041487
331,0.0,0.02083408662012446,0.0,0.006944695540041487
332,0.0,0.02083408662012446,0.0,0.006944695540041487
333,0.0,0.02083408662012446,0.0,0.006944695540041487
334,0.0,0.02083408662012446,0.001297742361202836,0.007377276327109099
335,0.0,0.02083408662012446,0.0,0.006944695540041487
336,0.0,0.0,0.0,0.0
337,0.0,0.02083408662012446,0.0,0.006944695540041487
338,0.0,0.02083408662012446,0.0,0.006944695540041487
339,0.0,0.02083408662012446,0.0,0.006944695540041487
340,0.0,0.0,0.0,0.0
341,0.0,0.0,0.0,0.0
342,0.0,0.02083408662012446,0.0,0.006944695540041487
343,0.0,0.0,0.0,0.0
344,0.0,0.0,0.0,0.0
345,0.0,0.0,0.0,0.0
346,0.0,0.02083408662012446,0.0,0.006944695540041487
347,0.0,0.02083408662012446,0.0,0.006944695540041487
348,0.0,0.0,0.0,0.0
349,0.0,0.02083408662012446,0.0,0.006944695540041487
350,0.0,0.02083408662012446,0.0,0.006944695540041487
351,0.0,0.0,0.0,0.0
352,0.0,0.02083408662012446,0.0,0.006944695540041487
353,0.0,0.02083408662012446,0.0,0.006944695540041487
354,0.0,0.02083408662012446,0.0,0.006944695540041487
355,0.0,0.02083408662012446,0.0,0.006944695540041487
356,0.0,0.02083408662012446,0.0,0.006944695540041487
357,0.0,0.02083408662012446,0.0,0.006944695540041487
358,0.0,0.02083408662012446,0.0023342419881373644,0.007722776202753942
359,0.0,0.02083408662012446,0.0,0.006944695540041487
360,0.0,0.02083408662012446,0.0,0.006944695540041487
361,0.0,0.02083408662012446,0.0,0.006944695540041487
362,0.0,0.02083408662012446,0.0,0.006944695540041487
363,0.0,0.0,0.0,0.0
364,0.0,0.02083408662012446,0.0,0.006944695540041487
365,0.0,0.02083408662012446,0.0,0.006944695540041487
366,0.0,0.02083408662012446,0.0,0.006944695540041487
367,0.0,0.0,0.0,0.0
368,0.0,0.02083408662012446,0.0,0.006944695540041487
369,0.0,0.02083408662012446,0.0,0.006944695540041487
370,0.0,0.02083408662012446,0.0,0.006944695540041487
371,0.0,0.02083408662012446,0.0,0.006944695540041487
372,0.0,0.02083408662012446,0.0,0.006944695540041487
373,0.0,0.02083408662012446,0.007334395311772823,0.009389493977299095
374,0.0,0.02083408662012446,0.0,0.006944695540041487
375,0.0,0.02083408662012446,0.0,0.006944695540041487
376,0.0,0.02083408662012446,0.0,0.006944695540041487
377,0.0,0.02083408662012446,0.0,0.006944695540041487
378,0.0,0.02083408662012446,0.0,0.006944695540041487
379,0.0,0.02083408662012446,0.0,0.006944695540041487
380,0.0,0.02083408662012446,0.0,0.006944695540041487
381,0.0,0.02083408662012446,0.0,0.006944695540041487
382,0.0,0.0,0.0,0.0
383,0.0,0.0,0.0,0.0
384,0.0,0.0,0.0,0.0
385,0.0,0.02083408662012446,0.0,0.006944695540041487
386,0.0,0.02083408662012446,0.0,0.006944695540041487
387,0.0,0.02083408662012446,0.0,0.006944695540041487
388,0.0,0.0,0.0,0.0
389,0.0,0.0,0.0,0.0
390,0.0,0.02083408662012446,0.0,0.006944695540041487
391,0.0,0.0,0.0,0.0
392,0.0,0.0,0.0,0.0
393,0.0,0.0,0.0,0.0
394,0.0,0.02083408662012446,0.0,0.006944695540041487
395,0.0,0.02083408662012446,0.0,0.006944695540041487
396,0.0,0.02083408662012446,0.0,0.006944695540041487
397,0.0,0.02083408662012446,0.0,0.006944695540041487
398,0.0,0.02083408662012446,0.0,0.006944695540041487
399,0.0,0.02083408662012446,0.0,0.006944695540041487
400,0.0,0.02083408662012446,0.0,0.006944695540041487
401,0.0,0.02083408662012446,0.0,0.006944695540041487
402,0.0,0.0,0.0,0.0
403,0.0,0.02083408662012446,0.0,0.006944695540041487
404,0.0,0.02083408662012446,0.0,0.006944695540041487
405,0.0,0.0,0.0,0.0
406,0.0,0.02083408662012446,0.0,0.006944695540041487
407,0.0,0.02083408662012446,0.0,0.006944695540041487
408,0.0,0.02083408662012446,0.0,0.006944695540041487
409,0.0,0.02083408662012446,0.0,0.006944695540041487
410,0.0,0.02083408662012446,0.0,0.006944695540041487
411,0.0,0.0,0.0,0.0
412,0.0,0.02083408662012446,0.0,0.006944695540041487
413,0.0,0.02083408662012446,0.0,0.006944695540041487
414,0.0,0.02083408662012446,0.0,0.006944695540041487
415,0.0,0.02083408662012446,0.0,0.006944695540041487
416,0.0,0.02083408662012446,0.0,0.006944695540041487
417,0.0,0.02083408662012446,0.0,0.006944695540041487
418,0.0,0.0,0.0,0.0
419,0.0,0.02083408662012446,0.0,0.006944695540041487
420,0.0,0.0,0.0,0.0
421,0.0,0.0,0.0,0.0
422,0.0,0.02083408662012446,0.0,0.006944695540041487
423,0.0,0.02083408662012446,0.0,0.006944695540041487
424,0.0,0.02083408662012446,0.0,0.006944695540041487
425,0.0,0.02083408662012446,0.0,0.006944695540041487
426,0.0,0.02083408662012446,0.0,0.006944695540041487
427,0.0,0.02083408662012446,0.0,0.006944695540041487
428,0.0,0.02083408662012446,0.0,0.006944695540041487
429,0.0,0.02083408662012446,0.0,0.006944695540041487
430,0.0,0.0,0.0,0.0
431,0.0,0.02083408662012446,0.0,0.006944695540041487
432,0.0,0.02083408662012446,0.0,0.006944695540041487
433,0.0,0.02083408662012446,0.0,0.006944695540041487
434,0.0,0.02083408662012446,0.0,0.006944695540041487
435,0.0,0.02083408662012446,0.0,0.006944695540041487
436,0.0,0.02083408662012446,0.0,0.006944695540041487
437,0.0,0.02083408662012446,0.0,0.006944695540041487
438,0.0,0.02083408662012446,0.0,0.006944695540041487
439,0.0,0.02083408662012446,0.0,0.006944695540041487
440,0.0,0.0,0.0,0.0
441,0.0,0.02083408662012446,0.0,0.006944695540041487
442,0.0,0.0,0.0,0.0
443,0.0,0.02083408662012446,0.0,0.006944695540041487
444,0.0,0.02083408662012446,0.0,0.006944695540041487
445,0.0,0.02083408662012446,0.0,0.006944695540041487
446,0.0,0.02083408662012446,0.0,0.006944695540041487
447,0.0,0.02083408662012446,0.0,0.006944695540041487
448,0.0,0.02083408662012446,0.0,0.006944695540041487
449,0.0,0.02083408662012446,0.0,0.006944695540041487
450,0.0,0.02083408662012446,0.0,0.006944695540041487
451,0.0,0.02083408662012446,0.0,0.006944695540041487
452,0.0,0.02083408662012446,0.0,0.006944695540041487
453,0.0,0.02083408662012446,0.0,0.006944695540041487
454,0.0,0.02083408662012446,0.0,0.006944695540041487
455,0.0,0.02083408662012446,0.0,0.006944695540041487
456,0.0,0.0,0.0,0.0
457,0.0,0.02083408662012446,0.0,0.006944695540041487
458,0.0,0.02083408662012446,0.0,0.006944695540041487
459,0.0,0.02083408662012446,0.0,0.006944695540041487
460,0.0,0.02083408662012446,0.0,0.006944695540041487
461,0.0,0.02083408662012446,0.0,0.006944695540041487
462,0.0,0.02083408662012446,0.0,0.006944695540041487
463,0.0,0.02083408662012446,0.0,0.006944695540041487
464,0.0,0.02083408662012446,0.0,0.006944695540041487
465,0.0,0.02083408662012446,0.0,0.006944695540041487
466,0.0,0.02083408662012446,0.0,0.006944695540041487
467,0.0,0.02083408662012446,0.0,0.006944695540041487
468,0.0,0.0,0.0,0.0
469,0.0,0.02083408662012446,0.0,0.006944695540041487
470,0.0,0.02083408662012446,0.0,0.006944695540041487
471,0.0,0.02083408662012446,0.0,0.006944695540041487
472,0.0,0.02083408662012446,0.0,0.006944695540041487
473,0.0,0.02083408662012446,0.0,0.006944695540041487
474,0.0,0.02083408662012446,0.0,0.006944695540041487
475,0.0,0.02083408662012446,0.031399648636579514,0.017411245085567992
476,0.0,0.02083408662012446,0.0,0.006944695540041487
477,0.0,0.02083408662012446,0.0,0.006944695540041487
478,0.0,0.02083408662012446,0.0,0.006944695540041487
479,0.0,0.0,0.0,0.0
480,0.0,0.02083408662012446,0.0,0.006944695540041487
481,0.0,0.0,0.0,0.0
482,0.0,0.02083408662012446,0.0,0.006944695540041487
483,0.0,0.02083408662012446,0.0,0.006944695540041487
484,0.0,0.02083408662012446,0.0,0.006944695540041487
485,0.0,0.0,0.0,0.0
486,0.0,0.0,0.0,0.0
487,0.0,0.02083408662012446,0.0,0.006944695540041487
488,0.0,0.02083408662012446,0.0,0.006944695540041487
489,0.0,0.02083408662012446,0.0,0.006944695540041487
490,0.0,0.02083408662012446,0.0,0.006944695540041487
491,0.0,0.02083408662012446,0.0,0.006944695540041487
492,0.0,0.02083408662012446,0.0,0.006944695540041487
493,0.0,0.02083408662012446,0.0,0.006944695540041487
494,0.0,0.02083408662012446,0.0,0.006944695540041487
495,0.0,0.02083408662012446,0.0,0.006944695540041487
496,0.0,0.02083408662012446,0.0,0.006944695540041487
497,0.0,0.0,0.0,0.0
498,0.0,0.0,0.0,0.0
499,0.0,0.02083408662012446,0.0,0.006944695540041487
500,0.0,0.0,0.0,0.0
501,0.0,0.02083408662012446,0.0,0.006944695540041487
502,0.0,0.0,0.0,0.0
503,0.0,0.0,0.0,0.0
504,0.0,0.0,0.0,0.0
505,0.0,0.02083408662012446,0.0,0.006944695540041487
506,0.0,0.02083408662012446,0.0,0.006944695540041487
507,0.0,0.02083408662012446,0.0,0.006944695540041487
508,0.0,0.0,0.0,0.0
509,0.0,0.02083408662012446,0.0,0.006944695540041487
510,0.0,0.02083408662012446,0.0,0.006944695540041487
511,0.0,0.0,0.0,0.0
512,0.0,0.02083408662012446,0.0,0.006944695540041487
513,0.0,0.02083408662012446,0.0,0.006944695540041487
514,0.0,0.0,0.0,0.0
515,0.0,0.02083408662012446,0.0,0.006944695540041487
516,0.0,0.02083408662012446,0.0,0.006944695540041487
517,0.0,0.02083408662012446,0.0,0.006944695540041487
518,0.0,0.02083408662012446,0.0,0.006944695540041487
519,0.0,0.02083408662012446,0.0,0.006944695540041487
520,0.0,0.0,0.0,0.0
521,0.0,0.02083408662012446,0.0,0.006944695540041487
522,0.0,0.02083408662012446,0.0,0.006944695540041487
523,0.0,0.02083408662012446,0.0023342419881373644,0.007722776202753942
524,0.0,0.02083408662012446,0.0,0.006944695540041487
525,0.0,0.0,0.0,0.0
526,0.0,0.02083408662012446,0.0,0.006944695540041487
527,0.0,0.02083408662012446,0.0,0.006944695540041487
528,0.0,0.02083408662012446,0.0,0.006944695540041487
529,0.0,0.02083408662012446,0.0,0.006944695540041487
530,0.0,0.02083408662012446,0.0,0.006944695540041487
531,0.0,0.02083408662012446,0.0,0.006944695540041487
532,0.0,0.02083408662012446,0.0,0.006944695540041487
533,0.0,0.02083408662012446,0.0,0.006944695540041487
534,0.0,0.02083408662012446,0.0,0.006944695540041487
535,0.0,0.02083408662012446,0.0,0.006944695540041487
536,0.0,0.02083408662012446,0.0,0.006944695540041487
